,value,series_name,date
180,43.8,LFP_rate_F,1971-12-01
181,43.8,LFP_rate_F,1971-11-01
182,43.5,LFP_rate_F,1971-10-01
183,43.4,LFP_rate_F,1971-09-01
184,43.3,LFP_rate_F,1971-08-01
185,43.1,LFP_rate_F,1971-07-01
186,42.8,LFP_rate_F,1971-06-01
187,43.2,LFP_rate_F,1971-05-01
188,43.2,LFP_rate_F,1971-04-01
189,43.3,LFP_rate_F,1971-03-01
190,43.3,LFP_rate_F,1971-02-01
191,43.6,LFP_rate_F,1971-01-01
192,43.4,LFP_rate_F,1970-12-01
193,43.5,LFP_rate_F,1970-11-01
194,43.5,LFP_rate_F,1970-10-01
195,43.2,LFP_rate_F,1970-09-01
196,43.4,LFP_rate_F,1970-08-01
197,43.5,LFP_rate_F,1970-07-01
198,43.1,LFP_rate_F,1970-06-01
199,43.1,LFP_rate_F,1970-05-01
200,43.6,LFP_rate_F,1970-04-01
201,43.4,LFP_rate_F,1970-03-01
202,43.2,LFP_rate_F,1970-02-01
203,43.3,LFP_rate_F,1970-01-01
204,43.1,LFP_rate_F,1969-12-01
205,43.0,LFP_rate_F,1969-11-01
206,43.2,LFP_rate_F,1969-10-01
207,42.9,LFP_rate_F,1969-09-01
208,43.0,LFP_rate_F,1969-08-01
209,42.9,LFP_rate_F,1969-07-01
210,42.9,LFP_rate_F,1969-06-01
211,42.4,LFP_rate_F,1969-05-01
212,42.5,LFP_rate_F,1969-04-01
213,42.3,LFP_rate_F,1969-03-01
214,42.3,LFP_rate_F,1969-02-01
215,41.9,LFP_rate_F,1969-01-01
216,41.8,LFP_rate_F,1968-12-01
217,41.8,LFP_rate_F,1968-11-01
218,41.6,LFP_rate_F,1968-10-01
219,41.6,LFP_rate_F,1968-09-01
220,41.4,LFP_rate_F,1968-08-01
221,41.8,LFP_rate_F,1968-07-01
222,42.0,LFP_rate_F,1968-06-01
223,42.0,LFP_rate_F,1968-05-01
224,41.4,LFP_rate_F,1968-04-01
225,41.5,LFP_rate_F,1968-03-01
226,41.4,LFP_rate_F,1968-02-01
227,41.0,LFP_rate_F,1968-01-01
228,41.9,LFP_rate_F,1967-12-01
229,41.6,LFP_rate_F,1967-11-01
230,41.7,LFP_rate_F,1967-10-01
231,41.4,LFP_rate_F,1967-09-01
232,41.2,LFP_rate_F,1967-08-01
233,41.1,LFP_rate_F,1967-07-01
234,41.0,LFP_rate_F,1967-06-01
235,40.7,LFP_rate_F,1967-05-01
236,40.9,LFP_rate_F,1967-04-01
237,40.4,LFP_rate_F,1967-03-01
238,40.7,LFP_rate_F,1967-02-01
239,40.8,LFP_rate_F,1967-01-01
0,59.2,LFP_rate_F,2005-12-01
1,59.3,LFP_rate_F,2005-11-01
2,59.5,LFP_rate_F,2005-10-01
3,59.4,LFP_rate_F,2005-09-01
4,59.3,LFP_rate_F,2005-08-01
5,59.2,LFP_rate_F,2005-07-01
6,59.2,LFP_rate_F,2005-06-01
7,59.3,LFP_rate_F,2005-05-01
8,59.2,LFP_rate_F,2005-04-01
9,59.0,LFP_rate_F,2005-03-01
10,59.1,LFP_rate_F,2005-02-01
11,59.1,LFP_rate_F,2005-01-01
12,59.1,LFP_rate_F,2004-12-01
13,59.0,LFP_rate_F,2004-11-01
14,59.0,LFP_rate_F,2004-10-01
15,59.0,LFP_rate_F,2004-09-01
16,59.0,LFP_rate_F,2004-08-01
17,59.3,LFP_rate_F,2004-07-01
18,59.3,LFP_rate_F,2004-06-01
19,59.3,LFP_rate_F,2004-05-01
20,59.2,LFP_rate_F,2004-04-01
21,59.3,LFP_rate_F,2004-03-01
22,59.2,LFP_rate_F,2004-02-01
23,59.1,LFP_rate_F,2004-01-01
24,59.0,LFP_rate_F,2003-12-01
25,59.2,LFP_rate_F,2003-11-01
26,59.3,LFP_rate_F,2003-10-01
27,59.1,LFP_rate_F,2003-09-01
28,59.5,LFP_rate_F,2003-08-01
29,59.5,LFP_rate_F,2003-07-01
30,59.9,LFP_rate_F,2003-06-01
31,59.7,LFP_rate_F,2003-05-01
32,59.7,LFP_rate_F,2003-04-01
33,59.7,LFP_rate_F,2003-03-01
34,59.6,LFP_rate_F,2003-02-01
35,59.7,LFP_rate_F,2003-01-01
36,59.5,LFP_rate_F,2002-12-01
37,59.5,LFP_rate_F,2002-11-01
38,59.6,LFP_rate_F,2002-10-01
39,59.7,LFP_rate_F,2002-09-01
40,59.6,LFP_rate_F,2002-08-01
41,59.5,LFP_rate_F,2002-07-01
42,59.6,LFP_rate_F,2002-06-01
43,59.6,LFP_rate_F,2002-05-01
44,59.7,LFP_rate_F,2002-04-01
45,59.7,LFP_rate_F,2002-03-01
46,59.9,LFP_rate_F,2002-02-01
47,59.5,LFP_rate_F,2002-01-01
48,59.7,LFP_rate_F,2001-12-01
49,59.8,LFP_rate_F,2001-11-01
50,59.7,LFP_rate_F,2001-10-01
51,59.6,LFP_rate_F,2001-09-01
52,59.5,LFP_rate_F,2001-08-01
53,59.7,LFP_rate_F,2001-07-01
54,59.7,LFP_rate_F,2001-06-01
55,59.7,LFP_rate_F,2001-05-01
56,59.8,LFP_rate_F,2001-04-01
57,60.2,LFP_rate_F,2001-03-01
58,60.0,LFP_rate_F,2001-02-01
59,60.1,LFP_rate_F,2001-01-01
60,59.9,LFP_rate_F,2000-12-01
61,59.9,LFP_rate_F,2000-11-01
62,59.7,LFP_rate_F,2000-10-01
63,59.8,LFP_rate_F,2000-09-01
64,59.6,LFP_rate_F,2000-08-01
65,59.9,LFP_rate_F,2000-07-01
66,60.0,LFP_rate_F,2000-06-01
67,60.0,LFP_rate_F,2000-05-01
68,60.3,LFP_rate_F,2000-04-01
69,60.1,LFP_rate_F,2000-03-01
70,60.0,LFP_rate_F,2000-02-01
71,60.1,LFP_rate_F,2000-01-01
72,60.1,LFP_rate_F,1999-12-01
73,60.2,LFP_rate_F,1999-11-01
74,60.1,LFP_rate_F,1999-10-01
75,60.0,LFP_rate_F,1999-09-01
76,60.0,LFP_rate_F,1999-08-01
77,60.0,LFP_rate_F,1999-07-01
78,60.1,LFP_rate_F,1999-06-01
79,59.9,LFP_rate_F,1999-05-01
80,60.1,LFP_rate_F,1999-04-01
81,59.9,LFP_rate_F,1999-03-01
82,60.0,LFP_rate_F,1999-02-01
83,60.1,LFP_rate_F,1999-01-01
84,60.0,LFP_rate_F,1998-12-01
85,59.9,LFP_rate_F,1998-11-01
86,60.0,LFP_rate_F,1998-10-01
87,60.0,LFP_rate_F,1998-09-01
88,59.8,LFP_rate_F,1998-08-01
89,59.7,LFP_rate_F,1998-07-01
90,59.7,LFP_rate_F,1998-06-01
91,59.7,LFP_rate_F,1998-05-01
92,59.7,LFP_rate_F,1998-04-01
93,59.9,LFP_rate_F,1998-03-01
94,59.9,LFP_rate_F,1998-02-01
95,59.9,LFP_rate_F,1998-01-01
96,60.1,LFP_rate_F,1997-12-01
97,59.8,LFP_rate_F,1997-11-01
98,59.8,LFP_rate_F,1997-10-01
99,60.0,LFP_rate_F,1997-09-01
100,59.9,LFP_rate_F,1997-08-01
101,60.0,LFP_rate_F,1997-07-01
102,59.7,LFP_rate_F,1997-06-01
103,59.8,LFP_rate_F,1997-05-01
104,59.7,LFP_rate_F,1997-04-01
105,59.8,LFP_rate_F,1997-03-01
106,59.5,LFP_rate_F,1997-02-01
107,59.6,LFP_rate_F,1997-01-01
108,59.8,LFP_rate_F,1996-12-01
109,59.8,LFP_rate_F,1996-11-01
110,59.6,LFP_rate_F,1996-10-01
111,59.5,LFP_rate_F,1996-09-01
112,59.3,LFP_rate_F,1996-08-01
113,59.3,LFP_rate_F,1996-07-01
114,59.0,LFP_rate_F,1996-06-01
115,59.1,LFP_rate_F,1996-05-01
116,59.1,LFP_rate_F,1996-04-01
117,59.0,LFP_rate_F,1996-03-01
118,58.9,LFP_rate_F,1996-02-01
119,58.9,LFP_rate_F,1996-01-01
120,58.9,LFP_rate_F,1995-12-01
121,59.1,LFP_rate_F,1995-11-01
122,59.2,LFP_rate_F,1995-10-01
123,59.0,LFP_rate_F,1995-09-01
124,59.0,LFP_rate_F,1995-08-01
125,59.1,LFP_rate_F,1995-07-01
126,58.7,LFP_rate_F,1995-06-01
127,58.8,LFP_rate_F,1995-05-01
128,59.2,LFP_rate_F,1995-04-01
129,58.8,LFP_rate_F,1995-03-01
130,58.8,LFP_rate_F,1995-02-01
131,58.8,LFP_rate_F,1995-01-01
132,58.7,LFP_rate_F,1994-12-01
133,58.9,LFP_rate_F,1994-11-01
134,58.9,LFP_rate_F,1994-10-01
135,58.9,LFP_rate_F,1994-09-01
136,58.9,LFP_rate_F,1994-08-01
137,58.6,LFP_rate_F,1994-07-01
138,58.7,LFP_rate_F,1994-06-01
139,58.9,LFP_rate_F,1994-05-01
140,58.8,LFP_rate_F,1994-04-01
141,58.7,LFP_rate_F,1994-03-01
142,58.8,LFP_rate_F,1994-02-01
143,58.7,LFP_rate_F,1994-01-01
144,58.4,LFP_rate_F,1993-12-01
145,58.2,LFP_rate_F,1993-11-01
146,58.1,LFP_rate_F,1993-10-01
147,57.9,LFP_rate_F,1993-09-01
148,58.0,LFP_rate_F,1993-08-01
149,57.9,LFP_rate_F,1993-07-01
150,58.0,LFP_rate_F,1993-06-01
151,58.0,LFP_rate_F,1993-05-01
152,57.7,LFP_rate_F,1993-04-01
153,57.6,LFP_rate_F,1993-03-01
154,57.7,LFP_rate_F,1993-02-01
155,57.7,LFP_rate_F,1993-01-01
156,57.9,LFP_rate_F,1992-12-01
157,57.8,LFP_rate_F,1992-11-01
158,57.6,LFP_rate_F,1992-10-01
159,57.8,LFP_rate_F,1992-09-01
160,58.0,LFP_rate_F,1992-08-01
161,58.1,LFP_rate_F,1992-07-01
162,57.9,LFP_rate_F,1992-06-01
163,57.8,LFP_rate_F,1992-05-01
164,57.9,LFP_rate_F,1992-04-01
165,57.8,LFP_rate_F,1992-03-01
166,57.7,LFP_rate_F,1992-02-01
167,57.7,LFP_rate_F,1992-01-01
168,57.5,LFP_rate_F,1991-12-01
169,57.5,LFP_rate_F,1991-11-01
170,57.5,LFP_rate_F,1991-10-01
171,57.4,LFP_rate_F,1991-09-01
172,57.2,LFP_rate_F,1991-08-01
173,57.2,LFP_rate_F,1991-07-01
174,57.4,LFP_rate_F,1991-06-01
175,57.4,LFP_rate_F,1991-05-01
176,57.6,LFP_rate_F,1991-04-01
177,57.3,LFP_rate_F,1991-03-01
178,57.4,LFP_rate_F,1991-02-01
179,57.3,LFP_rate_F,1991-01-01
180,57.3,LFP_rate_F,1990-12-01
181,57.4,LFP_rate_F,1990-11-01
182,57.4,LFP_rate_F,1990-10-01
183,57.6,LFP_rate_F,1990-09-01
184,57.6,LFP_rate_F,1990-08-01
185,57.5,LFP_rate_F,1990-07-01
186,57.4,LFP_rate_F,1990-06-01
187,57.7,LFP_rate_F,1990-05-01
188,57.5,LFP_rate_F,1990-04-01
189,57.6,LFP_rate_F,1990-03-01
190,57.6,LFP_rate_F,1990-02-01
191,57.7,LFP_rate_F,1990-01-01
192,57.5,LFP_rate_F,1989-12-01
193,57.8,LFP_rate_F,1989-11-01
194,57.4,LFP_rate_F,1989-10-01
195,57.5,LFP_rate_F,1989-09-01
196,57.5,LFP_rate_F,1989-08-01
197,57.4,LFP_rate_F,1989-07-01
198,57.3,LFP_rate_F,1989-06-01
199,57.3,LFP_rate_F,1989-05-01
200,57.3,LFP_rate_F,1989-04-01
201,57.2,LFP_rate_F,1989-03-01
202,57.1,LFP_rate_F,1989-02-01
203,57.5,LFP_rate_F,1989-01-01
204,57.2,LFP_rate_F,1988-12-01
205,57.2,LFP_rate_F,1988-11-01
206,56.8,LFP_rate_F,1988-10-01
207,56.6,LFP_rate_F,1988-09-01
208,56.6,LFP_rate_F,1988-08-01
209,56.5,LFP_rate_F,1988-07-01
210,56.4,LFP_rate_F,1988-06-01
211,56.1,LFP_rate_F,1988-05-01
212,56.4,LFP_rate_F,1988-04-01
213,56.4,LFP_rate_F,1988-03-01
214,56.5,LFP_rate_F,1988-02-01
215,56.4,LFP_rate_F,1988-01-01
216,56.4,LFP_rate_F,1987-12-01
217,56.3,LFP_rate_F,1987-11-01
218,56.3,LFP_rate_F,1987-10-01
219,56.0,LFP_rate_F,1987-09-01
220,56.2,LFP_rate_F,1987-08-01
221,56.1,LFP_rate_F,1987-07-01
222,55.9,LFP_rate_F,1987-06-01
223,56.1,LFP_rate_F,1987-05-01
224,55.8,LFP_rate_F,1987-04-01
225,55.8,LFP_rate_F,1987-03-01
226,55.6,LFP_rate_F,1987-02-01
227,55.4,LFP_rate_F,1987-01-01
228,55.4,LFP_rate_F,1986-12-01
229,55.5,LFP_rate_F,1986-11-01
230,55.7,LFP_rate_F,1986-10-01
231,55.5,LFP_rate_F,1986-09-01
232,55.6,LFP_rate_F,1986-08-01
233,55.5,LFP_rate_F,1986-07-01
234,55.5,LFP_rate_F,1986-06-01
235,55.2,LFP_rate_F,1986-05-01
236,55.1,LFP_rate_F,1986-04-01
237,55.1,LFP_rate_F,1986-03-01
238,54.8,LFP_rate_F,1986-02-01
239,54.7,LFP_rate_F,1986-01-01
0,56.2,LFP_rate_F,2021-11-01
1,56.0,LFP_rate_F,2021-10-01
2,55.9,LFP_rate_F,2021-09-01
3,56.2,LFP_rate_F,2021-08-01
4,56.2,LFP_rate_F,2021-07-01
5,56.2,LFP_rate_F,2021-06-01
6,56.2,LFP_rate_F,2021-05-01
7,56.1,LFP_rate_F,2021-04-01
8,56.1,LFP_rate_F,2021-03-01
9,55.8,LFP_rate_F,2021-02-01
10,55.7,LFP_rate_F,2021-01-01
11,55.9,LFP_rate_F,2020-12-01
12,55.9,LFP_rate_F,2020-11-01
13,55.8,LFP_rate_F,2020-10-01
14,55.6,LFP_rate_F,2020-09-01
15,56.2,LFP_rate_F,2020-08-01
16,56.2,LFP_rate_F,2020-07-01
17,56.0,LFP_rate_F,2020-06-01
18,55.3,LFP_rate_F,2020-05-01
19,54.6,LFP_rate_F,2020-04-01
20,57.1,LFP_rate_F,2020-03-01
21,57.8,LFP_rate_F,2020-02-01
22,57.8,LFP_rate_F,2020-01-01
23,57.7,LFP_rate_F,2019-12-01
24,57.6,LFP_rate_F,2019-11-01
25,57.7,LFP_rate_F,2019-10-01
26,57.5,LFP_rate_F,2019-09-01
27,57.5,LFP_rate_F,2019-08-01
28,57.3,LFP_rate_F,2019-07-01
29,57.2,LFP_rate_F,2019-06-01
30,57.1,LFP_rate_F,2019-05-01
31,57.2,LFP_rate_F,2019-04-01
32,57.3,LFP_rate_F,2019-03-01
33,57.4,LFP_rate_F,2019-02-01
34,57.4,LFP_rate_F,2019-01-01
35,57.4,LFP_rate_F,2018-12-01
36,57.3,LFP_rate_F,2018-11-01
37,57.2,LFP_rate_F,2018-10-01
38,57.0,LFP_rate_F,2018-09-01
39,56.9,LFP_rate_F,2018-08-01
40,57.4,LFP_rate_F,2018-07-01
41,57.2,LFP_rate_F,2018-06-01
42,56.9,LFP_rate_F,2018-05-01
43,56.9,LFP_rate_F,2018-04-01
44,57.0,LFP_rate_F,2018-03-01
45,57.0,LFP_rate_F,2018-02-01
46,56.7,LFP_rate_F,2018-01-01
47,56.8,LFP_rate_F,2017-12-01
48,57.0,LFP_rate_F,2017-11-01
49,56.8,LFP_rate_F,2017-10-01
50,57.2,LFP_rate_F,2017-09-01
51,57.1,LFP_rate_F,2017-08-01
52,57.2,LFP_rate_F,2017-07-01
53,57.1,LFP_rate_F,2017-06-01
54,57.1,LFP_rate_F,2017-05-01
55,57.2,LFP_rate_F,2017-04-01
56,57.2,LFP_rate_F,2017-03-01
57,56.9,LFP_rate_F,2017-02-01
58,56.9,LFP_rate_F,2017-01-01
59,56.7,LFP_rate_F,2016-12-01
60,56.7,LFP_rate_F,2016-11-01
61,56.8,LFP_rate_F,2016-10-01
62,56.8,LFP_rate_F,2016-09-01
63,56.8,LFP_rate_F,2016-08-01
64,56.6,LFP_rate_F,2016-07-01
65,56.6,LFP_rate_F,2016-06-01
66,56.8,LFP_rate_F,2016-05-01
67,56.9,LFP_rate_F,2016-04-01
68,57.1,LFP_rate_F,2016-03-01
69,56.8,LFP_rate_F,2016-02-01
70,56.9,LFP_rate_F,2016-01-01
71,56.8,LFP_rate_F,2015-12-01
72,56.8,LFP_rate_F,2015-11-01
73,56.6,LFP_rate_F,2015-10-01
74,56.4,LFP_rate_F,2015-09-01
75,56.7,LFP_rate_F,2015-08-01
76,56.6,LFP_rate_F,2015-07-01
77,56.8,LFP_rate_F,2015-06-01
78,56.9,LFP_rate_F,2015-05-01
79,56.7,LFP_rate_F,2015-04-01
80,56.6,LFP_rate_F,2015-03-01
81,56.6,LFP_rate_F,2015-02-01
82,56.9,LFP_rate_F,2015-01-01
83,56.7,LFP_rate_F,2014-12-01
84,57.0,LFP_rate_F,2014-11-01
85,57.1,LFP_rate_F,2014-10-01
86,56.8,LFP_rate_F,2014-09-01
87,56.9,LFP_rate_F,2014-08-01
88,56.9,LFP_rate_F,2014-07-01
89,56.9,LFP_rate_F,2014-06-01
90,57.1,LFP_rate_F,2014-05-01
91,57.0,LFP_rate_F,2014-04-01
92,57.2,LFP_rate_F,2014-03-01
93,57.2,LFP_rate_F,2014-02-01
94,57.0,LFP_rate_F,2014-01-01
95,57.0,LFP_rate_F,2013-12-01
96,56.9,LFP_rate_F,2013-11-01
97,56.8,LFP_rate_F,2013-10-01
98,57.1,LFP_rate_F,2013-09-01
99,57.3,LFP_rate_F,2013-08-01
100,57.3,LFP_rate_F,2013-07-01
101,57.4,LFP_rate_F,2013-06-01
102,57.3,LFP_rate_F,2013-05-01
103,57.3,LFP_rate_F,2013-04-01
104,57.2,LFP_rate_F,2013-03-01
105,57.3,LFP_rate_F,2013-02-01
106,57.5,LFP_rate_F,2013-01-01
107,57.7,LFP_rate_F,2012-12-01
108,57.6,LFP_rate_F,2012-11-01
109,57.7,LFP_rate_F,2012-10-01
110,57.6,LFP_rate_F,2012-09-01
111,57.6,LFP_rate_F,2012-08-01
112,57.6,LFP_rate_F,2012-07-01
113,57.7,LFP_rate_F,2012-06-01
114,57.7,LFP_rate_F,2012-05-01
115,57.6,LFP_rate_F,2012-04-01
116,57.8,LFP_rate_F,2012-03-01
117,57.8,LFP_rate_F,2012-02-01
118,57.7,LFP_rate_F,2012-01-01
119,57.8,LFP_rate_F,2011-12-01
120,58.0,LFP_rate_F,2011-11-01
121,58.1,LFP_rate_F,2011-10-01
122,58.3,LFP_rate_F,2011-09-01
123,58.1,LFP_rate_F,2011-08-01
124,58.0,LFP_rate_F,2011-07-01
125,58.0,LFP_rate_F,2011-06-01
126,58.1,LFP_rate_F,2011-05-01
127,58.3,LFP_rate_F,2011-04-01
128,58.3,LFP_rate_F,2011-03-01
129,58.1,LFP_rate_F,2011-02-01
130,58.3,LFP_rate_F,2011-01-01
131,58.3,LFP_rate_F,2010-12-01
132,58.6,LFP_rate_F,2010-11-01
133,58.4,LFP_rate_F,2010-10-01
134,58.5,LFP_rate_F,2010-09-01
135,58.6,LFP_rate_F,2010-08-01
136,58.4,LFP_rate_F,2010-07-01
137,58.5,LFP_rate_F,2010-06-01
138,58.8,LFP_rate_F,2010-05-01
139,58.9,LFP_rate_F,2010-04-01
140,58.8,LFP_rate_F,2010-03-01
141,58.9,LFP_rate_F,2010-02-01
142,58.8,LFP_rate_F,2010-01-01
143,58.6,LFP_rate_F,2009-12-01
144,58.9,LFP_rate_F,2009-11-01
145,58.8,LFP_rate_F,2009-10-01
146,58.9,LFP_rate_F,2009-09-01
147,59.2,LFP_rate_F,2009-08-01
148,59.4,LFP_rate_F,2009-07-01
149,59.5,LFP_rate_F,2009-06-01
150,59.4,LFP_rate_F,2009-05-01
151,59.4,LFP_rate_F,2009-04-01
152,59.5,LFP_rate_F,2009-03-01
153,59.5,LFP_rate_F,2009-02-01
154,59.4,LFP_rate_F,2009-01-01
155,59.5,LFP_rate_F,2008-12-01
156,59.5,LFP_rate_F,2008-11-01
157,59.6,LFP_rate_F,2008-10-01
158,59.4,LFP_rate_F,2008-09-01
159,59.6,LFP_rate_F,2008-08-01
160,59.4,LFP_rate_F,2008-07-01
161,59.5,LFP_rate_F,2008-06-01
162,59.6,LFP_rate_F,2008-05-01
163,59.4,LFP_rate_F,2008-04-01
164,59.5,LFP_rate_F,2008-03-01
165,59.3,LFP_rate_F,2008-02-01
166,59.5,LFP_rate_F,2008-01-01
167,59.4,LFP_rate_F,2007-12-01
168,59.4,LFP_rate_F,2007-11-01
169,59.2,LFP_rate_F,2007-10-01
170,59.5,LFP_rate_F,2007-09-01
171,59.2,LFP_rate_F,2007-08-01
172,59.3,LFP_rate_F,2007-07-01
173,59.3,LFP_rate_F,2007-06-01
174,59.1,LFP_rate_F,2007-05-01
175,58.9,LFP_rate_F,2007-04-01
176,59.4,LFP_rate_F,2007-03-01
177,59.4,LFP_rate_F,2007-02-01
178,59.5,LFP_rate_F,2007-01-01
179,59.5,LFP_rate_F,2006-12-01
180,59.5,LFP_rate_F,2006-11-01
181,59.4,LFP_rate_F,2006-10-01
182,59.3,LFP_rate_F,2006-09-01
183,59.5,LFP_rate_F,2006-08-01
184,59.6,LFP_rate_F,2006-07-01
185,59.5,LFP_rate_F,2006-06-01
186,59.2,LFP_rate_F,2006-05-01
187,59.2,LFP_rate_F,2006-04-01
188,59.2,LFP_rate_F,2006-03-01
189,59.3,LFP_rate_F,2006-02-01
190,59.1,LFP_rate_F,2006-01-01
191,59.2,LFP_rate_F,2005-12-01
192,59.3,LFP_rate_F,2005-11-01
193,59.5,LFP_rate_F,2005-10-01
194,59.4,LFP_rate_F,2005-09-01
195,59.3,LFP_rate_F,2005-08-01
196,59.2,LFP_rate_F,2005-07-01
197,59.2,LFP_rate_F,2005-06-01
198,59.3,LFP_rate_F,2005-05-01
199,59.2,LFP_rate_F,2005-04-01
200,59.0,LFP_rate_F,2005-03-01
201,59.1,LFP_rate_F,2005-02-01
202,59.1,LFP_rate_F,2005-01-01
0,16.042,PCE,1959-01-01
1,16.057,PCE,1959-02-01
2,16.068,PCE,1959-03-01
3,16.100,PCE,1959-04-01
4,16.109,PCE,1959-05-01
5,16.155,PCE,1959-06-01
6,16.189,PCE,1959-07-01
7,16.212,PCE,1959-08-01
8,16.255,PCE,1959-09-01
9,16.294,PCE,1959-10-01
10,16.304,PCE,1959-11-01
11,16.323,PCE,1959-12-01
12,16.314,PCE,1960-01-01
13,16.331,PCE,1960-02-01
14,16.340,PCE,1960-03-01
15,16.400,PCE,1960-04-01
16,16.417,PCE,1960-05-01
17,16.424,PCE,1960-06-01
18,16.453,PCE,1960-07-01
19,16.481,PCE,1960-08-01
20,16.491,PCE,1960-09-01
21,16.510,PCE,1960-10-01
22,16.565,PCE,1960-11-01
23,16.569,PCE,1960-12-01
24,16.571,PCE,1961-01-01
25,16.587,PCE,1961-02-01
26,16.578,PCE,1961-03-01
27,16.568,PCE,1961-04-01
28,16.577,PCE,1961-05-01
29,16.585,PCE,1961-06-01
30,16.621,PCE,1961-07-01
31,16.635,PCE,1961-08-01
32,16.654,PCE,1961-09-01
33,16.652,PCE,1961-10-01
34,16.653,PCE,1961-11-01
35,16.658,PCE,1961-12-01
36,16.689,PCE,1962-01-01
37,16.734,PCE,1962-02-01
38,16.756,PCE,1962-03-01
39,16.775,PCE,1962-04-01
40,16.786,PCE,1962-05-01
41,16.796,PCE,1962-06-01
42,16.787,PCE,1962-07-01
43,16.811,PCE,1962-08-01
44,16.894,PCE,1962-09-01
45,16.876,PCE,1962-10-01
46,16.889,PCE,1962-11-01
47,16.882,PCE,1962-12-01
48,16.923,PCE,1963-01-01
49,16.941,PCE,1963-02-01
50,16.928,PCE,1963-03-01
51,16.927,PCE,1963-04-01
52,16.954,PCE,1963-05-01
53,16.991,PCE,1963-06-01
54,17.025,PCE,1963-07-01
55,17.048,PCE,1963-08-01
56,17.044,PCE,1963-09-01
57,17.078,PCE,1963-10-01
58,17.102,PCE,1963-11-01
59,17.127,PCE,1963-12-01
60,17.163,PCE,1964-01-01
61,17.188,PCE,1964-02-01
62,17.198,PCE,1964-03-01
63,17.211,PCE,1964-04-01
64,17.213,PCE,1964-05-01
65,17.237,PCE,1964-06-01
66,17.259,PCE,1964-07-01
67,17.273,PCE,1964-08-01
68,17.299,PCE,1964-09-01
69,17.310,PCE,1964-10-01
70,17.334,PCE,1964-11-01
71,17.359,PCE,1964-12-01
72,17.378,PCE,1965-01-01
73,17.385,PCE,1965-02-01
74,17.408,PCE,1965-03-01
75,17.435,PCE,1965-04-01
76,17.474,PCE,1965-05-01
77,17.525,PCE,1965-06-01
78,17.538,PCE,1965-07-01
79,17.542,PCE,1965-08-01
80,17.550,PCE,1965-09-01
81,17.556,PCE,1965-10-01
82,17.585,PCE,1965-11-01
83,17.649,PCE,1965-12-01
84,17.670,PCE,1966-01-01
85,17.743,PCE,1966-02-01
86,17.786,PCE,1966-03-01
87,17.848,PCE,1966-04-01
88,17.870,PCE,1966-05-01
89,17.915,PCE,1966-06-01
90,17.949,PCE,1966-07-01
91,18.018,PCE,1966-08-01
92,18.075,PCE,1966-09-01
93,18.123,PCE,1966-10-01
94,18.150,PCE,1966-11-01
95,18.187,PCE,1966-12-01
96,18.188,PCE,1967-01-01
97,18.209,PCE,1967-02-01
98,18.220,PCE,1967-03-01
99,18.249,PCE,1967-04-01
100,18.285,PCE,1967-05-01
101,18.343,PCE,1967-06-01
102,18.405,PCE,1967-07-01
103,18.463,PCE,1967-08-01
104,18.519,PCE,1967-09-01
105,18.570,PCE,1967-10-01
106,18.632,PCE,1967-11-01
107,18.661,PCE,1967-12-01
108,18.748,PCE,1968-01-01
109,18.824,PCE,1968-02-01
110,18.886,PCE,1968-03-01
111,18.945,PCE,1968-04-01
112,19.015,PCE,1968-05-01
113,19.075,PCE,1968-06-01
114,19.134,PCE,1968-07-01
115,19.212,PCE,1968-08-01
116,19.279,PCE,1968-09-01
117,19.364,PCE,1968-10-01
118,19.430,PCE,1968-11-01
119,19.470,PCE,1968-12-01
120,19.546,PCE,1969-01-01
121,19.595,PCE,1969-02-01
122,19.687,PCE,1969-03-01
123,19.774,PCE,1969-04-01
124,19.854,PCE,1969-05-01
125,19.950,PCE,1969-06-01
126,20.037,PCE,1969-07-01
127,20.093,PCE,1969-08-01
128,20.176,PCE,1969-09-01
129,20.245,PCE,1969-10-01
130,20.332,PCE,1969-11-01
131,20.426,PCE,1969-12-01
132,20.499,PCE,1970-01-01
133,20.580,PCE,1970-02-01
134,20.631,PCE,1970-03-01
135,20.736,PCE,1970-04-01
136,20.802,PCE,1970-05-01
137,20.856,PCE,1970-06-01
138,20.932,PCE,1970-07-01
139,20.987,PCE,1970-08-01
140,21.081,PCE,1970-09-01
141,21.185,PCE,1970-10-01
142,21.269,PCE,1970-11-01
143,21.363,PCE,1970-12-01
144,21.408,PCE,1971-01-01
145,21.471,PCE,1971-02-01
146,21.542,PCE,1971-03-01
147,21.626,PCE,1971-04-01
148,21.717,PCE,1971-05-01
149,21.813,PCE,1971-06-01
150,21.879,PCE,1971-07-01
151,21.942,PCE,1971-08-01
152,21.975,PCE,1971-09-01
153,22.009,PCE,1971-10-01
154,22.054,PCE,1971-11-01
155,22.141,PCE,1971-12-01
156,22.232,PCE,1972-01-01
157,22.319,PCE,1972-02-01
158,22.351,PCE,1972-03-01
159,22.386,PCE,1972-04-01
160,22.434,PCE,1972-05-01
161,22.469,PCE,1972-06-01
162,22.549,PCE,1972-07-01
163,22.615,PCE,1972-08-01
164,22.716,PCE,1972-09-01
165,22.741,PCE,1972-10-01
166,22.809,PCE,1972-11-01
167,22.882,PCE,1972-12-01
168,22.951,PCE,1973-01-01
169,23.072,PCE,1973-02-01
170,23.235,PCE,1973-03-01
171,23.408,PCE,1973-04-01
